Sector,Project Name,Project Name_English,Analysis,Analysis Information Extracted,Type,Type English,URL,Date,File Size,Document_ID,Project_ID,Feasibility Study Type,Recommendation,Description of Recommendation,Feasibility_Study_Complete,EIIR_Estimated,EIIR_Above_Viable,Climate Change Mentioned,LLM Model Used
Informatizacia,Rozšírenie portfólia služieb a inovácia služieb elektronického zdravotníctva,Expanding the service portfolio and innovating eHealth services,,,analýza,analysis,https://www.mfsr.sk/files/archiv/76/ESO2_UHP_hodnotnie_20190611.pdf,11.6.2019,253 kB,2.033,SLK_IT-067,,,,,,,,
Informatizacia,Vybudovanie nosnej infraštruktúry bezpečného informačno-komunikačného systému FS SR,Construction of the support infrastructure of the secure information and communication system of the FS SR,,,analýza,analysis,https://www.mfsr.sk/files/archiv/35/CyberFS_UHP_hodnotenie_20190611.pdf,11.6.2019,260 kB,2.034,SLK_IT-066,,,,,,,,
Informatizacia,Centrálny systém súdneho riadenia,Central system of judicial management,,,analýza,analysis,https://www.mfsr.sk/files/archiv/19/CSSR_UHP_hodnotenie_20190611.pdf,11.6.2019,455 kB,2.035,SLK_IT-065,,,,,,,,
Informatizacia,"Vybudovanie Centra simulácie, výskumu a výuky kybernetických hrozieb a kybernetickej bezpečnosti","Building a Center for Simulation, Research and Teaching of Cyber ​​Threats and Cyber ​​Security",,,analýza,analysis,https://www.mfsr.sk/files/archiv/94/kyberarena_UHP_hodnotenie_20190611.pdf,11.6.2019,277 kB,2.036,SLK_IT-064,,,,,,,,
Informatizacia,Atlas pasívnej infraštruktúry,Atlas of passive infrastructure,,,analýza,analysis,https://www.mfsr.sk/files/archiv/62/API_UHP_hodnotenie_20190611.pdf,11.6.2019,274 kB,2.037,SLK_IT-063,,,,,,,,
Informatizacia,Centrum ochrany kritickej infraštruktúry a podpora činností v oblasti krízového riadenia Slovenskej republiky v gescii MH SR,Center for the protection of critical infrastructure and support of activities in the field of crisis management of the Slovak Republic under the Ministry of the Ministry of the Interior of the Slovak Republic,,,analýza,analysis,https://www.mfsr.sk/files/archiv/27/MH_SR_Krit_infra_UHP_hodnotenie_190701.pdf,1.7.2019,280 kB,2.038,SLK_IT-062,,,,,,,,
Informatizacia,Vládny cloud – rozšírenie o Komunitný zdravotnícky cloud,Government Cloud - Community Health Cloud expansion,,,analýza,analysis,https://www.mfsr.sk/files/archiv/86/ZDE_UHP_hodnotenie_20190701.pdf,1.7.2019,258 kB,2.039,SLK_IT-061,,,,,,,,
Informatizacia,Informačný systém komplexného vybavenia cestujúcich,Information system of complex passenger equipment,,,analýza,analysis,https://www.mfsr.sk/files/archiv/37/KVC_UHP_hodnotenie_20190812_2.pdf,19.8.2019,278 kB,2.04,SLK_IT-060,,,,,,,,
Informatizacia,Zmluva na prevádzku a rozvoj systému Rozpočtový informačný systém (RIS),Contract for the operation and development of the Budget Information System (RIS),,,analýza,analysis,https://www.mfsr.sk/files/archiv/71/RIS_SLA_hodnotenie_20191206.pdf,12.12.2019,271 kB,2.041,SLK_IT-059,,,,,,,,
Informatizacia,Zvýšenie kapacity vládneho cloudu v Datacentre Tajov,Increasing the capacity of the government cloud in the Tajov Datacenter,,,analýza,analysis,https://www.mfsr.sk/files/archiv/65/IaaS_Tajov_UHP_hodnotenie_200122.pdf,28.01.2020,330 kB,2.042,SLK_IT-058,,,,,,,,
Informatizacia,Zmluva na prevádzku a rozvoj systému Portál finančnej správy (PFS),Contract for the operation and development of the Financial Administration Portal (PFS) system,,,analýza,analysis,https://www.mfsr.sk/files/archiv/65/pfs_sla_hodnotenie_20200316.pdf,16.03.2020,262  kB,2.043,SLK_IT-057,,Neutral,"Proceed with a new 4‑year operations and development contract for PFS, but with strong conditions to improve efficiency: include a sufficiently long transitional period enabling a change of operating model during the contract; reduce developer day rates as close as possible to potential market levels (estimated savings about 0.7 mil. EUR/year); formalize evaluation and prioritization of change requests; allow partial insourcing of services during 2020–24 and permit underdrawing of the change budget if a more efficient model is identified; transfer source code and IP to MF SR by contract end (by 2024); and avoid duplication across PFS, CMFS, PKI.",Not specified,Not specified,"Not specified - The document does not present EIIR or a benefit-cost ratio; it focuses on costs (30.2 mil. EUR with VAT over 4 years, annual 7.3 mil. EUR) and potential savings and process improvements.",No,gpt-5
Informatizacia,eCommerce - Zásielky nízkej hodnoty,eCommerce - Low value shipments,,,analýza,analysis,https://www.mfsr.sk/files/archiv/88/eCommerce_201203_web.pdf,3.12.2020,296  kB,2.044,SLK_IT-056,,,,,,,,
Informatizacia,"Nákup licencií pre operačný systém, kancelársky balík a prístup používateľov na server","Purchase of licenses for the operating system, office suite and user access to the server",,,analýza,analysis,https://www.mfsr.sk/files/archiv/36/microsoft_hodnotenie_UHP_20210511.pdf,12.5.2021,330  kB,2.045,SLK_IT-055,,,,,,,,
Informatizacia,Slovensko v mobile,Slovakia in mobile,,,analýza,analysis,https://www.mfsr.sk/files/archiv/83/SvM_UHP_hodnotenie_20210518.pdf,17.6.2021,156 kB,2.046,SLK_IT-054,,,,,,,,
Informatizacia,"Nákup licencií pre operačný systém, kancelársky balík a prístup používateľov na server – MO SR","Purchase of licenses for the operating system, office suite and user access to the server - MO SR",,,Doplnenie štúdie uskutočniteľnosti,Supplementing the feasibility study,https://www.mosr.sk/data/files/4474_210910_studia-uskutocnitelnosti-spresnenie.pdf,22.9.2021,764 kB,2.047,SLK_IT-053,PDF,,,,,,,
Informatizacia,"Nákup licencií pre operačný systém, kancelársky balík a prístup používateľov na server – MO SR","Purchase of licenses for the operating system, office suite and user access to the server - MO SR",,,analýza,analysis,https://www.mosr.sk/data/files/4461_analyza.pdf,22.9.2021,029 kB,2.048,SLK_IT-053,,,,,,,,
Informatizacia,"Nákup licencií pre operačný systém, kancelársky balík a prístup používateľov na server – MO SR","Purchase of licenses for the operating system, office suite and user access to the server - MO SR",,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/4463_210804_studia-uskutocnitelnosti.pdf,22.9.2021,246 kB,2.049,SLK_IT-053,PDF,,,,,,,
Informatizacia,"Nákup licencií pre operačný systém, kancelársky balík a prístup používateľov na server – MO SR","Purchase of licenses for the operating system, office suite and user access to the server - MO SR",,,analýza,analysis,https://www.mfsr.sk/files/archiv/61/microsoft_MOSR_hodnotenie_UHP_20210922_1300.pdf,22.9.2021,250 kB,2.05,SLK_IT-053,,Neutral,"The assessment provides a set of recommendations to optimize costs and procurement processes, such as preparing a central contract, reducing unit prices, aligning license purchases with infrastructure modernization, and using open competition. The project is considered justified and necessary to meet legislative and operational requirements, but the assessment highlights that the preferred alternative is not the most economically efficient due to security and operational reasons. The Ministry's approach is supported with reservations and suggestions for improvement.",Yes,Not specified,"Not specified - The document does not provide a specific EIIR or benefit-cost ratio, nor does it state whether such a value is above a viability threshold.",No,gpt-4.1
Informatizacia,"Nákup licencií pre operačný systém, kancelársky balík a prístup používateľov na server – MV SR","Purchase of licenses for the operating system, office suite and user access to the server - MV SR",,,analýza,analysis,https://www.mfsr.sk/files/archiv/94/microsoft_MVSR_hodnotenie_UHP_20211005.pdf,06.10.2021,240 kB,2.051,SLK_IT-052,,,,,,,,
Informatizacia,Obnova HW vybavenia obcí zapojených do IS DCOM (ako súčasť projektu DCOM+),Renewal of HW equipment of municipalities involved in IS DCOM (as part of the DCOM+ project),,,analýza,analysis,https://www.mfsr.sk/files/archiv/76/Hodnotenie_UHP_ObnovaHW_20220916.pdf,16.9.2022,199 kB,2.052,SLK_IT-051,,,,,,,,
Informatizacia,Vybudovanie informačného systému na poskytovanie Leteckých informačných služieb (IS LIS),Building an information system for the provision of Aviation Information Services (IS LIS),,,analýza,analysis,https://www.mfsr.sk/files/archiv/24/Hodnotenie_UHP_ISLeteckychSluzieb_20220916.pdf,16.9.2022,526 kB,2.053,SLK_IT-050,,,,,,,,
Informatizacia,Rezortný privátny cloud Ministerstva financií SR,Departmental private cloud of the Ministry of Finance of the Slovak Republic,,,analýza,analysis,https://www.mfsr.sk/files/archiv/61/Cloud_MF_SR_hodnotenie_UHP_20221003.pdf,5.10.2022,397 kB,2.054,SLK_IT-049,,,,,,,,
Informatizacia,Zvýšenie kapacity vládneho cloudu v Datacentre Kopčianska (aktualizácia),Increasing the capacity of the government cloud in Datacenter Kopčianska (update),,,analýza,analysis,https://www.mfsr.sk/files/archiv/2/Hodnotenie_aktualizacia_kopcianska_20221004.pdf,6.10.2022,311 kB,2.055,SLK_IT-048,,,,,,,,
Informatizacia,Dynamický nákupný systém cloudových služieb,Dynamic purchasing system of cloud services,,,analýza,analysis,https://www.mfsr.sk/files/archiv/96/DNS_Cloud_MIRRI_SR_hodnotenie_UHP_20221005.pdf,12.10.2022,231 kB,2.056,SLK_IT-047,,,,,,,,
Informatizacia,Informačný monitorovací systém pre programové obdobie na roky 2021-2027 (ITMS21+),Information monitoring system for the program period 2021-2027 (ITMS21+),,,analýza,analysis,https://www.mfsr.sk/files/archiv/59/Hodnotenie_UHP_ITMS21_20221026.pdf,26.10.2022,394 kB,2.057,SLK_IT-046,,,,,,,,
Informatizacia,Digitalizácia a modernizácia elektronických služieb štátnych archívov v európskom kontexte,Digitization and modernization of electronic services of state archives in the European context,,,analýza,analysis,https://www.mfsr.sk/files/archiv/92/Hodnotenie_UHP_digitalizaciaarchivov_20221110.pdf,10.11.2022,159 kB,2.058,SLK_IT-045,,,,,,,,
Informatizacia,Sanácia prevádzkyschopnosti Národného personalizačného centra,Rehabilitation of the operability of the National Personalization Center,,,analýza,analysis,https://www.mfsr.sk/files/archiv/33/Sanacia_NPC_hodnotenie_UHP_20221111.pdf,11.11.2022,228 kB,2.059,SLK_IT-044,,,,,,,,
Informatizacia,Digitálne vybavenie škôl,Digital school equipment,,,analýza,analysis,https://www.mfsr.sk/files/archiv/22/Hodnotenie_UHP_DigVybavenieSkol_20230118.pdf,18.1.2023,411 kB,2.06,SLK_IT-043,,,,,,,,
Informatizacia,Digitálna infraštruktúra škôl,Digital infrastructure of schools,,,analýza,analysis,https://www.mfsr.sk/files/archiv/91/Digitalna_infrastruktura_hodnotenie_UHP_20230118.pdf,18.1.2023,225 kB,2.061,SLK_IT-042,,,,,,,,
Informatizacia,Optimalizácia procesov riadenia a prevádzky Zboru väzenskej a justičnej stráže (aktualizácia),Optimizing the management and operation processes of the Prison and Justice Guard Corps (update),,,analýza,analysis,https://www.mfsr.sk/files/archiv/47/Hodnotenie_UHP_ZVJSaktualizacia_20230209.pdf,9.2.2023,402 kB,2.062,SLK_IT-041,,,,,,,,
Informatizacia,Cloud MIRRI SR,Cloud MIRRI SR,,,analýza,analysis,https://www.mfsr.sk/files/archiv/88/Cloud_MIRRI_SR_hodnotenie_UHP_20230221.pdf,21.2.2023,237 kB,2.063,SLK_IT-040,,,,,,,,
Informatizacia,Obnova HW vybavenia obcí zapojených do IS DCOM (ako súčasť projektu DCOM+) – aktualizácia,Restoration of HW equipment of municipalities involved in IS DCOM (as part of the DCOM+ project) - update,,,analýza,analysis,https://www.mfsr.sk/files/archiv/14/Hodnotenie_UHP_DeusHWAktualizacia_20230301.pdf,1.3.2023,503 kB,2.064,SLK_IT-039,,,,,,,,
Informatizacia,Národný plán širokopásmového pripojenia,National Broadband Plan,,,analýza,analysis,https://www.mfsr.sk/files/archiv/37/Hodnotenie_UHP_UFB.pdf,21.4.2023,186 kB,2.065,SLK_IT-038,,,,,,,,
Informatizacia,Vybudovanie udržateľného HPC ekosystému na Slovensku,Building a sustainable HPC ecosystem in Slovakia,,,analýza,analysis,https://www.mfsr.sk/files/archiv/19/Superpocitac_MIRRI_SR_hodnotenie_UHP.pdf,25.5.2023,247 kB,2.066,SLK_IT-037,,,,,,,,
Informatizacia,Informačný monitorovací systém pre programové obdobie na roky 2021-2027 (ITMS21+) - aktualizácia,Information monitoring system for the program period 2021-2027 (ITMS21+) - update,,,analýza,analysis,https://www.mfsr.sk/files/archiv/31/Hodnotenie_UHP_ITMS21_akt.pdf,30.8.2023,401 kB,2.067,SLK_IT-036,,,,,,,,
Informatizacia,"Posilnenie preventívnych opatrení, zvýšenie rýchlosti detekcie a riešenia incidentov","Strengthening preventive measures, increasing the speed of detection and resolution of incidents",,,analýza,analysis,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/hodnotenie_uhp_ews.pdf,8.12.2023,425 kB,2.068,SLK_IT-035,,,,,,,,
Informatizacia,Prevádzka služby eKolok na obdobie 10 rokov,Operation of the eKolok service for a period of 10 years,,,analýza,analysis,https://www.mfsr.sk/files/archiv/88/eKolok_MF_SR_hodnotenie_UHP.pdf,26.1.2024,,2.069,SLK_IT-034,,,,,,,,
Informatizacia,"Posilnenie prevencie, zvýšenie rýchlosti detekcie a riešenia incidentov (akt.)","Strengthening prevention, increasing the speed of incident detection and resolution (act.)",,,analýza,analysis,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/hodnotenie_uhp_ewsaktualizacia.pdf,9.2.2024,431 kB,2.07,SLK_IT-033,,,,,,,,
Informatizacia,Vývoj a konštrukcia superpočítača pre národné superpočítačové centrum (aktualizácia),Development and construction of a supercomputer for the National Supercomputing Center (update),,,analýza,analysis,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/aktualizacia_hodnotenia_superpocitac_sav.pdf,21.3.2024,166 kB,2.071,SLK_IT-016,,,,,,,,
Informatizacia,Komplexné riešenie výrobných liniek dokladov občanov a cudzincov,A comprehensive solution for the production lines of documents for citizens and foreigners,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/nova_lokalita_npc_hodnotenie_uhp.pdf,21.6.2024,191 kB,2.072,SLK_IT-032,,,,,,,,
Informatizacia,Národný integrovaný cestovný lístok,National integrated travel ticket,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/narodny_cestovny_listok_hodnotenie_uhp_final.pdf,11.7.2024,228 kB,2.073,SLK_IT-031,,,,,,,,
Informatizacia,"Pokračovanie obstarávania licencií pre operačný systém, kancelársky balík a prístup používateľov na server na ďalšie obdobie","Continuation of the procurement of licenses for the operating system, office suite and user access to the server for the next period",,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/dns_microsoft_hodnotenie_uhp.pdf,17.7.2024,200 kB,2.074,SLK_IT-030,,Neutral,"MF SR supports continuing centralized procurement to secure better unit prices, but only recommends extending the DNS as a temporary measure until a new central contract is signed. The assessment highlights potential savings of 6.6–15.6 million EUR from better discounts, urges aggregation of partial orders to maximize scale benefits, notes that the feasibility study did not analyze the central contract option versus DNS, and flags a budget gap of at least 13.7 million EUR for 2024–2026.",No,Not specified,"Not specified - The document provides no EIIR/BCR; it is a procurement cost assessment focusing on discounts, procurement method (DNS vs central contract), and budget coverage.",No,gpt-5
Informatizacia,Zabezpečenie výpočtovej technicky na lokalitách v rámci celej SR,Securing computing technology at locations throughout the Slovak Republic,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/ikt_ramcova_zmluva_hodnotenie_uhp_20240816.pdf,16.8.2024,178 kB,2.075,SLK_IT-029,,,,,,,,
Informatizacia,eSKa Cloud (aktualizácia),eSKa Cloud (update),,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/aktualizacia_hodnotenia_eska-cloud_mirri.pdf,19.8.2024,172 kB,2.076,SLK_IT-028,,,,,,,,
Informatizacia,Modernizácia infraštruktúry pre kľúčové interné systémy MV SR – Etapa 2,Modernization of the infrastructure for key internal systems of the Ministry of the Interior of the Slovak Republic - Stage 2,,,hodnotenie,evaluation,https://www.mfsr.sk/files/archiv/19/Hodnotenie_UHP_DC_MV_20240823.pdf,2.9.2024,210 kB,2.077,SLK_IT-027,,,,,,,,
Informatizacia,Obnova desktopových licencií pre kapitolu Ministerstva financií Slovenskej republiky,Renewal of desktop licenses for the chapter of the Ministry of Finance of the Slovak Republic,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/hodnotenie_uhp_mf_licencie.pdf,5.9.2024,160 kB,2.078,SLK_IT-026,,,,,,,,
Informatizacia,Obnova desktopových licencií pre kapitolu Ministerstva vnútra Slovenskej republiky,Renewal of desktop licenses for the chapter of the Ministry of the Interior of the Slovak Republic,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/hodnotenie_uhp_mv_msft.pdf,11.9.2024,163 kB,2.079,SLK_IT-025,,,,,,,,
Informatizacia,Vybudovanie IT platformy lepšej regulácie podľa stratégie RIA 2020,Building an IT platform for better regulation according to the RIA 2020 strategy,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/vybudovanie_it_platformy_lepsej_regulacie_podla_strategie_ria_2020_hodnotenie_uhp_2024.pdf,13.9.2024,217 kB,2.08,SLK_IT-024,,,,,,,,
